State,Year,Group_Name,Sub_Group_Name,Cases_Acquitted,Cases_Chargesheeted,Cases_Convicted,Pending_Investigation_End,Pending_Trial_End,Cases_Reported,Cases_Sent_for_Trial,Trials_Completed,Total_Cases_for_Trial
Uttar Pradesh,2009,Dowry Deaths,03. Dowry Deaths,847,1786,823,303,6996,2232,1786,1670,8723
Uttarakhand,2009,Dowry Deaths,03. Dowry Deaths,46,84,42,13,223,94,84,88,318
West Bengal,2009,Dowry Deaths,03. Dowry Deaths,193,372,36,480,1846,506,372,229,2075
Andaman & Nicobar Islands,2010,Dowry Deaths,03. Dowry Deaths,0,0,0,1,4,0,0,0,4
Andhra Pradesh,2010,Dowry Deaths,03. Dowry Deaths,422,543,80,331,1175,588,543,502,1685
Arunachal Pradesh,2010,Dowry Deaths,03. Dowry Deaths,0,0,0,0,0,0,0,0,0
Assam,2010,Dowry Deaths,03. Dowry Deaths,45,132,13,216,372,175,132,58,430
Bihar,2010,Dowry Deaths,03. Dowry Deaths,436,831,146,2263,3869,1257,831,582,4458
Chandigarh,2010,Dowry Deaths,03. Dowry Deaths,4,4,2,1,5,5,4,6,11
Chhattisgarh,2010,Dowry Deaths,03. Dowry Deaths,47,108,31,18,386,115,108,78,464
Dadra & Nagar Haveli,2010,Dowry Deaths,03. Dowry Deaths,0,0,0,1,1,0,0,0,1
Daman & Diu,2010,Dowry Deaths,03. Dowry Deaths,1,0,0,0,0,0,0,1,1
Delhi,2010,Dowry Deaths,03. Dowry Deaths,104,136,27,77,865,143,136,131,996
Goa,2010,Dowry Deaths,03. Dowry Deaths,1,0,1,4,6,1,0,2,8
Gujarat,2010,Dowry Deaths,03. Dowry Deaths,7,15,1,3,509,19,15,8,518
Haryana,2010,Dowry Deaths,03. Dowry Deaths,134,253,89,30,540,284,253,223,768
Himachal Pradesh,2010,Dowry Deaths,03. Dowry Deaths,1,2,0,0,22,2,2,1,23
Jammu & Kashmir,2010,Dowry Deaths,03. Dowry Deaths,8,9,0,2,56,9,9,8,64
Jharkhand,2010,Dowry Deaths,03. Dowry Deaths,176,235,74,294,443,276,235,250,699
Karnataka,2010,Dowry Deaths,03. Dowry Deaths,149,246,32,96,661,248,246,181,846
Kerala,2010,Dowry Deaths,03. Dowry Deaths,12,26,1,17,164,22,26,13,177
Lakshadweep,2010,Dowry Deaths,03. Dowry Deaths,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2010,Dowry Deaths,03. Dowry Deaths,435,877,230,77,2230,892,877,665,2901
Maharashtra,2010,Dowry Deaths,03. Dowry Deaths,307,401,22,117,3521,393,401,329,3853
Manipur,2010,Dowry Deaths,03. Dowry Deaths,0,0,0,1,0,0,0,0,0
Meghalaya,2010,Dowry Deaths,03. Dowry Deaths,0,0,0,4,5,0,0,0,5
Mizoram,2010,Dowry Deaths,03. Dowry Deaths,0,0,0,0,0,0,0,0,0
Nagaland,2010,Dowry Deaths,03. Dowry Deaths,0,0,0,0,0,0,0,0,0
Odisha,2010,Dowry Deaths,03. Dowry Deaths,365,485,50,380,1512,388,485,415,1927
Puducherry,2010,Dowry Deaths,03. Dowry Deaths,1,1,0,1,14,1,1,1,15
Punjab,2010,Dowry Deaths,03. Dowry Deaths,52,104,56,81,281,121,104,108,389
Rajasthan,2010,Dowry Deaths,03. Dowry Deaths,131,347,100,70,1663,462,347,231,1910
Sikkim,2010,Dowry Deaths,03. Dowry Deaths,0,0,0,1,0,1,0,0,0
Tamil Nadu,2010,Dowry Deaths,03. Dowry Deaths,118,151,46,117,543,165,151,164,707
Tripura,2010,Dowry Deaths,03. Dowry Deaths,15,23,3,18,86,25,23,18,104
Uttar Pradesh,2010,Dowry Deaths,03. Dowry Deaths,839,1757,992,310,6891,2217,1757,1831,8753
Uttarakhand,2010,Dowry Deaths,03. Dowry Deaths,47,60,39,13,197,75,60,86,283
West Bengal,2010,Dowry Deaths,03. Dowry Deaths,205,486,24,494,2100,507,486,229,2332
Andaman & Nicobar Islands,2001,Molestation,04. Molestation,1,27,0,1,97,19,27,1,98
Andhra Pradesh,2001,Molestation,04. Molestation,1687,3158,581,736,4708,3544,3158,2268,7811
Arunachal Pradesh,2001,Molestation,04. Molestation,6,68,28,10,141,78,68,34,182
Assam,2001,Molestation,04. Molestation,365,493,75,575,1145,850,493,440,1628
Bihar,2001,Molestation,04. Molestation,168,489,85,152,995,562,489,253,1265
Chandigarh,2001,Molestation,04. Molestation,12,23,16,1,44,24,23,28,72
Chhattisgarh,2001,Molestation,04. Molestation,193,1767,231,27,6531,1763,1767,424,7353
Dadra & Nagar Haveli,2001,Molestation,04. Molestation,4,8,0,1,14,7,8,4,18
Daman & Diu,2001,Molestation,04. Molestation,0,0,0,0,0,0,0,0,0
Delhi,2001,Molestation,04. Molestation,217,480,146,90,931,502,480,363,1294
Goa,2001,Molestation,04. Molestation,28,19,7,5,43,17,19,35,84
Gujarat,2001,Molestation,04. Molestation,511,767,35,25,5208,756,767,546,5881
Haryana,2001,Molestation,04. Molestation,407,426,126,18,1897,478,426,533,2444
Himachal Pradesh,2001,Molestation,04. Molestation,160,297,24,26,1009,310,297,184,1301
Jammu & Kashmir,2001,Molestation,04. Molestation,224,564,26,104,1403,622,564,250,1718
Jharkhand,2001,Molestation,04. Molestation,148,268,29,46,1170,297,268,177,1373
Karnataka,2001,Molestation,04. Molestation,848,1576,50,242,3067,1665,1576,898,4390
Kerala,2001,Molestation,04. Molestation,655,1707,97,291,4936,1942,1707,752,6063
Lakshadweep,2001,Molestation,04. Molestation,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2001,Molestation,04. Molestation,2483,7022,1291,97,21335,7063,7022,3774,27553
Maharashtra,2001,Molestation,04. Molestation,1274,2726,157,372,18485,2823,2726,1431,20571
Manipur,2001,Molestation,04. Molestation,0,1,1,15,2,21,1,1,3
Meghalaya,2001,Molestation,04. Molestation,8,18,2,14,92,25,18,10,102
Mizoram,2001,Molestation,04. Molestation,9,52,50,3,53,52,52,59,112
Nagaland,2001,Molestation,04. Molestation,0,5,0,2,14,6,5,0,14
Odisha,2001,Molestation,04. Molestation,1121,1579,120,260,6533,1655,1579,1241,7775
Puducherry,2001,Molestation,04. Molestation,7,29,6,5,39,35,29,13,65
Punjab,2001,Molestation,04. Molestation,74,182,25,198,396,372,182,99,507
Rajasthan,2001,Molestation,04. Molestation,765,2284,804,26,7905,2878,2284,1569,10047
Sikkim,2001,Molestation,04. Molestation,0,0,0,0,0,0,0,0,0
Tamil Nadu,2001,Molestation,04. Molestation,861,1683,677,160,3209,1773,1683,1538,4881
Tripura,2001,Molestation,04. Molestation,21,38,3,41,147,58,38,24,174
Uttar Pradesh,2001,Molestation,04. Molestation,781,2572,1201,199,6658,2870,2572,1982,8763
Uttarakhand,2001,Molestation,04. Molestation,33,81,57,9,221,103,81,90,321
West Bengal,2001,Molestation,04. Molestation,350,825,70,1211,4949,954,825,420,5373
Andaman & Nicobar Islands,2002,Molestation,04. Molestation,7,13,3,4,100,17,13,10,110
Andhra Pradesh,2002,Molestation,04. Molestation,1517,3016,393,913,4807,3799,3016,1910,7724
Arunachal Pradesh,2002,Molestation,04. Molestation,6,59,11,9,175,68,59,17,200
Assam,2002,Molestation,04. Molestation,300,666,86,623,1373,984,666,386,1811
Bihar,2002,Molestation,04. Molestation,176,493,31,215,1260,621,493,207,1488
Chandigarh,2002,Molestation,04. Molestation,15,33,8,3,54,36,33,23,77
Chhattisgarh,2002,Molestation,04. Molestation,582,1468,743,19,5921,1483,1468,1325,7999
Dadra & Nagar Haveli,2002,Molestation,04. Molestation,3,3,0,1,14,3,3,3,17
Daman & Diu,2002,Molestation,04. Molestation,0,0,0,0,0,0,0,0,0
Delhi,2002,Molestation,04. Molestation,79,425,53,85,1224,446,425,132,1356
Goa,2002,Molestation,04. Molestation,7,14,6,8,42,18,14,13,57
Gujarat,2002,Molestation,04. Molestation,419,725,32,20,5396,750,725,451,5933
Haryana,2002,Molestation,04. Molestation,463,379,100,19,1699,454,379,563,2276
Himachal Pradesh,2002,Molestation,04. Molestation,115,273,12,56,1093,326,273,127,1282
Jammu & Kashmir,2002,Molestation,04. Molestation,286,703,24,125,1740,785,703,310,2106
Jharkhand,2002,Molestation,04. Molestation,426,364,63,65,1033,411,364,489,1538
Karnataka,2002,Molestation,04. Molestation,810,1543,60,178,3346,1648,1543,870,4610
Kerala,2002,Molestation,04. Molestation,602,1861,82,358,5787,2123,1861,684,6797
Lakshadweep,2002,Molestation,04. Molestation,0,1,0,0,1,1,1,0,1
Madhya Pradesh,2002,Molestation,04. Molestation,1966,7063,1165,58,22950,7118,7063,3131,28398
Maharashtra,2002,Molestation,04. Molestation,1533,2609,153,381,18871,2686,2609,1686,21094
Manipur,2002,Molestation,04. Molestation,0,4,0,12,6,58,4,0,6
Meghalaya,2002,Molestation,04. Molestation,4,14,5,17,97,23,14,9,106
Mizoram,2002,Molestation,04. Molestation,4,39,24,38,27,73,39,28,55
Nagaland,2002,Molestation,04. Molestation,0,1,1,2,14,1,1,1,15
Odisha,2002,Molestation,04. Molestation,761,1405,97,312,7068,1605,1405,858,7938
Puducherry,2002,Molestation,04. Molestation,9,60,7,3,69,59,60,16,99
Punjab,2002,Molestation,04. Molestation,105,258,74,175,462,341,258,179,654
Rajasthan,2002,Molestation,04. Molestation,655,2157,817,45,8001,2730,2157,1472,10062
Sikkim,2002,Molestation,04. Molestation,0,6,2,6,2,17,6,2,6
Tamil Nadu,2002,Molestation,04. Molestation,900,1752,868,105,3152,1877,1752,1768,4961
Tripura,2002,Molestation,04. Molestation,55,109,6,44,193,128,109,61,256
Uttar Pradesh,2002,Molestation,04. Molestation,731,2122,1196,36,6719,2145,2122,1927,8780
Uttarakhand,2002,Molestation,04. Molestation,21,126,37,10,266,145,126,58,347
West Bengal,2002,Molestation,04. Molestation,762,980,149,997,5018,964,980,911,5929
Andaman & Nicobar Islands,2003,Molestation,04. Molestation,6,12,0,1,106,9,12,6,112
Andhra Pradesh,2003,Molestation,04. Molestation,1527,3250,373,1078,5257,4128,3250,1900,8057
Arunachal Pradesh,2003,Molestation,04. Molestation,2,37,2,11,208,43,37,4,212
Assam,2003,Molestation,04. Molestation,380,602,62,496,1441,878,602,442,1975
Bihar,2003,Molestation,04. Molestation,245,524,54,269,1428,688,524,299,1784
Chandigarh,2003,Molestation,04. Molestation,2,12,10,0,54,11,12,12,66
Chhattisgarh,2003,Molestation,04. Molestation,205,1385,272,94,5976,1481,1385,477,7306
Dadra & Nagar Haveli,2003,Molestation,04. Molestation,1,3,0,2,16,4,3,1,17
Daman & Diu,2003,Molestation,04. Molestation,0,2,0,1,2,3,2,0,2
Delhi,2003,Molestation,04. Molestation,222,446,81,104,1367,489,446,303,1670
Goa,2003,Molestation,04. Molestation,10,11,2,13,38,19,11,12,53
Gujarat,2003,Molestation,04. Molestation,384,681,32,32,5553,722,681,416,6077
Haryana,2003,Molestation,04. Molestation,350,304,106,13,1542,344,304,456,2003
Himachal Pradesh,2003,Molestation,04. Molestation,131,254,31,31,1113,250,254,162,1347
Jammu & Kashmir,2003,Molestation,04. Molestation,329,864,38,97,2189,875,864,367,2604
Jharkhand,2003,Molestation,04. Molestation,395,368,53,101,936,424,368,448,1401
Karnataka,2003,Molestation,04. Molestation,766,1425,74,159,3600,1585,1425,840,4771
Kerala,2003,Molestation,04. Molestation,682,1708,111,397,6244,1947,1708,793,7495
Lakshadweep,2003,Molestation,04. Molestation,0,0,1,1,0,1,0,1,1
Madhya Pradesh,2003,Molestation,04. Molestation,2331,6636,1609,200,23008,6848,6636,3940,29232
Maharashtra,2003,Molestation,04. Molestation,1284,2461,164,471,19345,2661,2461,1448,21331
Manipur,2003,Molestation,04. Molestation,0,1,0,28,7,44,1,0,7
Meghalaya,2003,Molestation,04. Molestation,6,16,3,10,104,13,16,9,113
Mizoram,2003,Molestation,04. Molestation,7,86,46,11,110,88,86,53,164
Nagaland,2003,Molestation,04. Molestation,0,2,0,3,16,4,2,0,16
Odisha,2003,Molestation,04. Molestation,889,1673,125,165,7727,1669,1673,1014,8741
Puducherry,2003,Molestation,04. Molestation,8,55,11,2,85,56,55,19,124
Punjab,2003,Molestation,04. Molestation,131,281,79,113,529,346,281,210,743
Rajasthan,2003,Molestation,04. Molestation,662,2129,648,41,8414,2715,2129,1310,10130
Sikkim,2003,Molestation,04. Molestation,0,15,6,11,0,25,15,6,17
Tamil Nadu,2003,Molestation,04. Molestation,968,1743,717,204,3326,2022,1743,1685,5025
Tripura,2003,Molestation,04. Molestation,52,99,5,46,235,127,99,57,292
Uttar Pradesh,2003,Molestation,04. Molestation,533,1014,842,46,6257,1098,1014,1375,7733
Uttarakhand,2003,Molestation,04. Molestation,20,110,71,18,269,136,110,91,376
West Bengal,2003,Molestation,04. Molestation,559,1013,40,1000,5428,1186,1013,599,6031
Andaman & Nicobar Islands,2004,Molestation,04. Molestation,1,5,6,1,104,6,5,7,111
Andhra Pradesh,2004,Molestation,04. Molestation,1987,3060,486,1278,4905,3817,3060,2473,8315
Arunachal Pradesh,2004,Molestation,04. Molestation,3,44,5,22,241,61,44,8,252
Assam,2004,Molestation,04. Molestation,484,568,68,496,1407,883,568,552,2009
Bihar,2004,Molestation,04. Molestation,262,606,55,277,1698,704,606,317,2034
Chandigarh,2004,Molestation,04. Molestation,9,16,6,3,55,20,16,15,70
Chhattisgarh,2004,Molestation,04. Molestation,502,1713,364,21,6092,1661,1713,866,7689
Dadra & Nagar Haveli,2004,Molestation,04. Molestation,5,6,0,1,17,5,6,5,22
Daman & Diu,2004,Molestation,04. Molestation,0,1,0,1,3,1,1,0,3
Delhi,2004,Molestation,04. Molestation,138,502,112,159,1619,601,502,250,1869
Goa,2004,Molestation,04. Molestation,7,18,1,10,43,23,18,8,56
Gujarat,2004,Molestation,04. Molestation,378,728,25,33,5809,757,728,403,6281
Haryana,2004,Molestation,04. Molestation,389,361,123,15,1391,403,361,512,1903
Himachal Pradesh,2004,Molestation,04. Molestation,170,269,20,20,1053,284,269,190,1382
Jammu & Kashmir,2004,Molestation,04. Molestation,476,928,57,108,2545,990,928,533,3117
Jharkhand,2004,Molestation,04. Molestation,395,368,53,124,839,411,368,448,1304
Karnataka,2004,Molestation,04. Molestation,955,1289,50,189,3591,1435,1289,1005,4889
Kerala,2004,Molestation,04. Molestation,866,2087,129,330,6630,2260,2087,995,8331
Lakshadweep,2004,Molestation,04. Molestation,0,1,0,0,1,0,1,0,1
Madhya Pradesh,2004,Molestation,04. Molestation,2212,6741,1503,87,23798,6690,6741,3715,29749
Maharashtra,2004,Molestation,04. Molestation,1082,2698,153,528,20235,2831,2698,1235,22043
Manipur,2004,Molestation,04. Molestation,0,1,0,48,8,30,1,0,8
Meghalaya,2004,Molestation,04. Molestation,6,9,2,34,104,34,9,8,113
Mizoram,2004,Molestation,04. Molestation,20,60,80,11,70,66,60,100,170
Nagaland,2004,Molestation,04. Molestation,0,4,19,0,1,3,4,19,20
Odisha,2004,Molestation,04. Molestation,956,1615,105,256,8262,1811,1615,1061,9342
Puducherry,2004,Molestation,04. Molestation,17,50,8,0,94,50,50,25,135
Punjab,2004,Molestation,04. Molestation,114,186,83,108,500,261,186,197,715
Rajasthan,2004,Molestation,04. Molestation,840,2241,852,35,8483,2825,2241,1692,10655
Sikkim,2004,Molestation,04. Molestation,2,19,2,26,11,40,19,4,19
Tamil Nadu,2004,Molestation,04. Molestation,852,1776,878,160,3371,1861,1776,1730,5102
Tripura,2004,Molestation,04. Molestation,63,120,12,39,280,134,120,75,355
Uttar Pradesh,2004,Molestation,04. Molestation,627,1721,990,68,6254,1900,1721,1617,7978
Uttarakhand,2004,Molestation,04. Molestation,23,132,64,11,299,143,132,87,401
West Bengal,2004,Molestation,04. Molestation,359,1366,45,962,6390,1566,1366,404,6794
Andaman & Nicobar Islands,2005,Molestation,04. Molestation,2,4,0,6,106,11,4,2,108
Andhra Pradesh,2005,Molestation,04. Molestation,1722,3203,451,1108,4844,3595,3203,2173,8108
Arunachal Pradesh,2005,Molestation,04. Molestation,17,54,16,15,255,67,54,33,295
Assam,2005,Molestation,04. Molestation,439,663,68,406,1496,899,663,507,2070
Bihar,2005,Molestation,04. Molestation,357,363,51,325,1645,451,363,408,2061
Chandigarh,2005,Molestation,04. Molestation,5,24,7,8,67,31,24,12,79
Chhattisgarh,2005,Molestation,04. Molestation,820,1418,454,30,5905,1450,1418,1274,7510
Dadra & Nagar Haveli,2005,Molestation,04. Molestation,6,5,0,1,16,5,5,6,22
Daman & Diu,2005,Molestation,04. Molestation,0,1,0,0,4,1,1,0,4
Delhi,2005,Molestation,04. Molestation,76,562,74,329,2031,762,562,150,2181
Goa,2005,Molestation,04. Molestation,2,15,4,20,51,30,15,6,58
Gujarat,2005,Molestation,04. Molestation,498,762,100,51,5932,802,762,598,6571
Haryana,2005,Molestation,04. Molestation,227,333,104,23,1389,380,333,331,1724
Himachal Pradesh,2005,Molestation,04. Molestation,240,250,31,39,955,286,250,271,1303
Jammu & Kashmir,2005,Molestation,04. Molestation,474,736,17,154,2725,830,736,491,3281
Jharkhand,2005,Molestation,04. Molestation,27,245,123,127,917,293,245,150,1079
Karnataka,2005,Molestation,04. Molestation,1085,1358,52,270,3492,1585,1358,1137,4949
Kerala,2005,Molestation,04. Molestation,799,2083,168,428,7473,2339,2083,967,8713
Lakshadweep,2005,Molestation,04. Molestation,0,0,0,0,1,0,0,0,1
Madhya Pradesh,2005,Molestation,04. Molestation,2174,6317,1282,131,24156,6426,6317,3456,30115
Maharashtra,2005,Molestation,04. Molestation,1387,3021,158,643,21228,3228,3021,1545,23252
Manipur,2005,Molestation,04. Molestation,0,1,0,50,9,25,1,0,9
Meghalaya,2005,Molestation,04. Molestation,4,20,2,53,117,44,20,6,124
Mizoram,2005,Molestation,04. Molestation,6,49,10,11,99,49,49,16,119
Nagaland,2005,Molestation,04. Molestation,1,6,1,1,5,7,6,2,7
Odisha,2005,Molestation,04. Molestation,830,1838,72,521,9184,2238,1838,902,10100
Puducherry,2005,Molestation,04. Molestation,8,53,10,6,108,60,53,18,147
Punjab,2005,Molestation,04. Molestation,109,224,41,139,571,308,224,150,724
Rajasthan,2005,Molestation,04. Molestation,645,1986,981,21,8284,2503,1986,1626,10469
Sikkim,2005,Molestation,04. Molestation,10,11,2,47,0,38,11,12,22
Tamil Nadu,2005,Molestation,04. Molestation,862,1581,799,171,3279,1764,1581,1661,4952
Tripura,2005,Molestation,04. Molestation,87,130,18,36,305,161,130,105,410
Uttar Pradesh,2005,Molestation,04. Molestation,605,1708,937,93,6286,1835,1708,1542,7962
Uttarakhand,2005,Molestation,04. Molestation,25,95,27,10,340,100,95,52,394
West Bengal,2005,Molestation,04. Molestation,715,1453,55,960,7073,1572,1453,770,7843
Andaman & Nicobar Islands,2006,Molestation,04. Molestation,4,13,0,5,115,14,13,4,119
Andhra Pradesh,2006,Molestation,04. Molestation,1408,3528,398,1370,5578,4534,3528,1806,8372
Arunachal Pradesh,2006,Molestation,04. Molestation,13,33,9,36,262,63,33,22,288
Assam,2006,Molestation,04. Molestation,432,749,121,637,1628,1290,749,553,2245
Bihar,2006,Molestation,04. Molestation,338,449,80,349,1612,530,449,418,2094
Chandigarh,2006,Molestation,04. Molestation,11,19,6,7,69,20,19,17,86
Chhattisgarh,2006,Molestation,04. Molestation,281,1554,362,52,6581,1598,1554,643,7459
Dadra & Nagar Haveli,2006,Molestation,04. Molestation,1,4,1,2,18,5,4,2,20
Daman & Diu,2006,Molestation,04. Molestation,1,1,0,1,4,2,1,1,5
Delhi,2006,Molestation,04. Molestation,70,670,98,342,2533,718,670,168,2701
Goa,2006,Molestation,04. Molestation,6,20,4,13,57,18,20,10,71
Gujarat,2006,Molestation,04. Molestation,350,700,26,66,6202,736,700,376,6632
Haryana,2006,Molestation,04. Molestation,184,393,115,60,1481,486,393,299,1782
Himachal Pradesh,2006,Molestation,04. Molestation,116,266,19,32,1037,275,266,135,1221
Jammu & Kashmir,2006,Molestation,04. Molestation,514,897,65,172,2956,960,897,579,3622
Jharkhand,2006,Molestation,04. Molestation,200,344,62,163,982,414,344,262,1261
Karnataka,2006,Molestation,04. Molestation,1113,1535,73,284,3577,1683,1535,1186,5027
Kerala,2006,Molestation,04. Molestation,1324,2273,231,453,7886,2543,2273,1555,9746
Lakshadweep,2006,Molestation,04. Molestation,0,0,0,0,1,0,0,0,1
Madhya Pradesh,2006,Molestation,04. Molestation,1795,6172,1184,151,24929,6243,6172,2979,30328
Maharashtra,2006,Molestation,04. Molestation,1290,3240,168,791,22600,3479,3240,1458,24468
Manipur,2006,Molestation,04. Molestation,0,1,2,67,8,42,1,2,10
Meghalaya,2006,Molestation,04. Molestation,11,34,5,55,135,57,34,16,151
Mizoram,2006,Molestation,04. Molestation,6,56,134,6,15,51,56,140,155
Nagaland,2006,Molestation,04. Molestation,0,3,4,1,4,3,3,4,8
Odisha,2006,Molestation,04. Molestation,877,2097,144,677,10260,2415,2097,1021,11281
Puducherry,2006,Molestation,04. Molestation,11,48,14,13,126,56,48,25,156
Punjab,2006,Molestation,04. Molestation,118,262,44,135,670,314,262,162,833
Rajasthan,2006,Molestation,04. Molestation,671,2048,958,17,8004,2582,2048,1629,10212
Sikkim,2006,Molestation,04. Molestation,2,10,1,51,0,14,10,3,10
Tamil Nadu,2006,Molestation,04. Molestation,884,1072,588,152,2875,1179,1072,1472,4351
Tripura,2006,Molestation,04. Molestation,84,153,13,34,361,207,153,97,458
Uttar Pradesh,2006,Molestation,04. Molestation,618,1914,998,101,6438,2096,1914,1616,8200
Uttarakhand,2006,Molestation,04. Molestation,36,140,51,7,393,153,140,87,480
West Bengal,2006,Molestation,04. Molestation,966,1529,119,900,7513,1837,1529,1085,8602
Andaman & Nicobar Islands,2007,Molestation,04. Molestation,2,20,1,5,132,21,20,3,135
Andhra Pradesh,2007,Molestation,04. Molestation,2401,3599,654,1262,4745,4406,3599,3055,9175
Arunachal Pradesh,2007,Molestation,04. Molestation,12,48,7,34,289,72,48,19,310
Assam,2007,Molestation,04. Molestation,633,586,94,553,1433,789,586,727,2214
Bihar,2007,Molestation,04. Molestation,290,724,82,357,1913,853,724,372,2336
Chandigarh,2007,Molestation,04. Molestation,17,18,2,16,68,32,18,19,87
Chhattisgarh,2007,Molestation,04. Molestation,466,1507,228,74,7093,1549,1507,694,8088
Dadra & Nagar Haveli,2007,Molestation,04. Molestation,5,0,1,0,12,0,0,6,18
Daman & Diu,2007,Molestation,04. Molestation,0,1,1,0,4,0,1,1,5
Delhi,2007,Molestation,04. Molestation,119,716,138,475,2992,868,716,257,3249
Goa,2007,Molestation,04. Molestation,3,9,2,21,56,20,9,5,66
Gujarat,2007,Molestation,04. Molestation,369,804,27,58,6553,822,804,396,7006
Haryana,2007,Molestation,04. Molestation,223,403,87,25,1566,417,403,310,1884
Himachal Pradesh,2007,Molestation,04. Molestation,142,263,23,67,1033,322,263,165,1300
Jammu & Kashmir,2007,Molestation,04. Molestation,364,973,30,88,3447,986,973,394,3929
Jharkhand,2007,Molestation,04. Molestation,254,290,92,157,920,342,290,346,1272
Karnataka,2007,Molestation,04. Molestation,1191,1664,67,210,3756,1828,1664,1258,5241
Kerala,2007,Molestation,04. Molestation,1549,2463,165,412,8200,2624,2463,1714,10349
Lakshadweep,2007,Molestation,04. Molestation,0,1,0,1,2,2,1,0,2
Madhya Pradesh,2007,Molestation,04. Molestation,1972,6697,1451,147,25774,6772,6697,3423,31626
Maharashtra,2007,Molestation,04. Molestation,1282,3079,176,901,23864,3306,3079,1458,25679
Manipur,2007,Molestation,04. Molestation,1,0,0,111,7,70,0,1,8
Meghalaya,2007,Molestation,04. Molestation,6,25,4,73,149,45,25,10,160
Mizoram,2007,Molestation,04. Molestation,3,62,56,4,18,66,62,59,77
Nagaland,2007,Molestation,04. Molestation,0,5,5,3,4,8,5,5,9
Odisha,2007,Molestation,04. Molestation,770,2439,102,862,11827,2775,2439,872,12699
Puducherry,2007,Molestation,04. Molestation,26,92,8,7,172,89,92,34,218
Punjab,2007,Molestation,04. Molestation,101,245,38,232,774,427,245,139,915
Rajasthan,2007,Molestation,04. Molestation,647,1932,766,31,8081,2477,1932,1413,9930
Sikkim,2007,Molestation,04. Molestation,6,9,0,55,0,13,9,6,9
Tamil Nadu,2007,Molestation,04. Molestation,767,1237,477,284,2867,1540,1237,1244,4112
Tripura,2007,Molestation,04. Molestation,148,248,24,12,437,244,248,172,609
Uttar Pradesh,2007,Molestation,04. Molestation,615,2244,1164,116,6814,2522,2244,1779,8682
Uttarakhand,2007,Molestation,04. Molestation,40,130,90,4,383,146,130,130,523
West Bengal,2007,Molestation,04. Molestation,611,1585,87,1502,8394,2281,1585,698,9098
Andaman & Nicobar Islands,2008,Molestation,04. Molestation,4,21,0,5,149,24,21,4,153
Andhra Pradesh,2008,Molestation,04. Molestation,1538,3713,520,1394,4983,4730,3713,2058,8458
Arunachal Pradesh,2008,Molestation,04. Molestation,6,64,13,21,321,72,64,19,353
Assam,2008,Molestation,04. Molestation,454,731,78,757,1599,1272,731,532,2164
Bihar,2008,Molestation,04. Molestation,385,684,76,512,2068,999,684,461,2597
Chandigarh,2008,Molestation,04. Molestation,15,23,1,8,75,19,23,16,91
Chhattisgarh,2008,Molestation,04. Molestation,449,1605,279,51,7671,1621,1605,728,8698
Dadra & Nagar Haveli,2008,Molestation,04. Molestation,0,4,0,0,16,4,4,0,16
Daman & Diu,2008,Molestation,04. Molestation,1,1,0,1,3,2,1,1,5
Delhi,2008,Molestation,04. Molestation,141,715,184,352,3382,611,715,325,3707
Goa,2008,Molestation,04. Molestation,11,26,4,23,66,32,26,15,82
Gujarat,2008,Molestation,04. Molestation,472,800,48,66,6745,828,800,520,7353
Haryana,2008,Molestation,04. Molestation,258,385,97,33,1589,435,385,355,1951
Himachal Pradesh,2008,Molestation,04. Molestation,122,275,30,64,1098,295,275,152,1308
Jammu & Kashmir,2008,Molestation,04. Molestation,349,781,11,194,3773,935,781,360,4228
Jharkhand,2008,Molestation,04. Molestation,193,235,43,168,907,271,235,236,1155
Karnataka,2008,Molestation,04. Molestation,1006,1722,93,273,3985,1954,1722,1099,5478
Kerala,2008,Molestation,04. Molestation,1315,2441,184,457,8764,2745,2441,1499,10641
Lakshadweep,2008,Molestation,04. Molestation,0,0,0,0,2,0,0,0,2
Madhya Pradesh,2008,Molestation,04. Molestation,2673,6372,1971,175,25265,6445,6372,4644,32145
Maharashtra,2008,Molestation,04. Molestation,1438,3340,180,1052,25139,3619,3340,1618,27204
Manipur,2008,Molestation,04. Molestation,0,0,0,153,7,57,0,0,7
Meghalaya,2008,Molestation,04. Molestation,11,24,12,96,148,54,24,23,173
Mizoram,2008,Molestation,04. Molestation,8,71,38,9,43,78,71,46,89
Nagaland,2008,Molestation,04. Molestation,1,10,3,7,10,15,10,4,14
Odisha,2008,Molestation,04. Molestation,1146,2342,109,1125,12914,2782,2342,1255,14169
Puducherry,2008,Molestation,04. Molestation,19,65,7,3,208,65,65,26,237
Punjab,2008,Molestation,04. Molestation,148,265,73,228,818,388,265,221,1039
Rajasthan,2008,Molestation,04. Molestation,527,1964,825,23,8302,2520,1964,1352,10045
Sikkim,2008,Molestation,04. Molestation,3,16,3,54,8,19,16,6,16
Tamil Nadu,2008,Molestation,04. Molestation,632,1363,338,329,3260,1705,1363,970,4230
Tripura,2008,Molestation,04. Molestation,81,291,17,29,624,346,291,98,728
Uttar Pradesh,2008,Molestation,04. Molestation,852,2599,1502,108,6954,2955,2599,2354,9413
Uttarakhand,2008,Molestation,04. Molestation,17,99,72,11,371,120,99,89,482
